artist,status,performer_id,performer_name,performer_url,note
DDG & Plaqueboymax,not_found,,,,
DESTIN CONRAD,not_found,,,,
DJ K & Dj Kadu,not_found,,,,
DJ Koze,followed,395699,DJ Koze,https://goout.net/en/dj-koze/pzyciab/,
DJ Koze & Ada,not_found,,,,
DJ Koze & Damon Albarn,not_found,,,,
DJ Koze & MAREWREW,not_found,,,,
DJ Koze & Marley Waters,not_found,,,,
DJ Koze & Soap&Skin,not_found,,,,
DJ Koze & Sophia Kennedy,not_found,,,,
DJ Koze,followed,395699,DJ Koze,https://goout.net/en/dj-koze/pzyciab/,
DJ Koze,followed,395699,DJ Koze,https://goout.net/en/dj-koze/pzyciab/,
DJ Koze,followed,395699,DJ Koze,https://goout.net/en/dj-koze/pzyciab/,
DJ Lag,followed,2285887,Lag,https://goout.net/en/lag/pzmkhvf/,
DJ Premier & Roc Marciano,not_found,,,,
DJ Python,followed,2326747,DJ Python,https://goout.net/en/dj-python/pzwtwxf/,
DJ Sabrina The Teenage DJ,not_found,,,,
DJ Shadow,followed,13239,Shadow,https://goout.net/en/shadow/pzoev/,
DJ Travella,followed,2502072,DJ Travella,https://goout.net/en/dj-travella/pzwhdkg/,
DJDS,not_found,,,,
DJDS & Empress Of,not_found,,,,
DJDS,not_found,,,,
DRAIN,followed,2482950,Drain,https://goout.net/en/drain/pzaswig/,
Da$H,followed,15707,Dasha,https://goout.net/en/dasha/pzhdab/,
Dads,followed,2561008,Teenage Dads,https://goout.net/en/teenage-dads/pzipwng/,
Daffo,followed,2464871,The Daffodils,https://goout.net/en/the-daffodils/pzvtshg/,
Daffo & Searows,not_found,,,,
Dag Nasty,followed,2319738,Dag Nasty,https://goout.net/en/dag-nasty/pznolxf/,
Damien Rice,followed,11512,Damien Rice,https://goout.net/en/damien-rice/pzmks/,
Damon Albarn,followed,2396993,Damon Albarn,https://goout.net/en/damon-albarn/pzsekdg/,
Damon Albarn & Flume,not_found,,,,
Dan English,not_found,,,,
Dancer,followed,2313125,Sexy Dancers,https://goout.net/en/sexy-dancers/pzaabxf/,
Danger Mouse & Jemini The Gifted One,not_found,,,,
Danger Mouse & MorMor,not_found,,,,
Daniel Blumberg & Amanda Seyfried,not_found,,,,
Daniel Caesar,followed,2405665,Daniel Caesar,https://goout.net/en/daniel-caesar/pzpbydg/,
Daniel Caesar & Rex Orange County,not_found,,,,
Daniel Hope,followed,937832,Daniel Hope,https://goout.net/en/daniel-hope/pzhnakc/,
Daniel,followed,2240160,Daniel Landa,https://goout.net/en/daniel-landa/pzkgjsf/,
Daniele Luppi & Greg Gonzalez,not_found,,,,
Danny Brown,followed,2222515,Danny Brown,https://goout.net/en/danny-brown/pzpagrf/,
Daphni,followed,1264528,Caribou,https://goout.net/en/caribou/pzdgxfd/,
Daryl Johns,not_found,,,,
Dashboard Confessional,followed,2408994,Dashboard Confessional,https://goout.net/en/dashboard-confessional/pztjeeg/,
Daughter,followed,32336,Daughter,https://goout.net/en/daughter/pzlsbc/,
Dave,followed,2350991,Dave,https://goout.net/en/dave/pzqolag/,
Dave & James Blake,not_found,,,,
Dave & Jim Legxacy,not_found,,,,
Dave & Kano,not_found,,,,
Dave & Tems,not_found,,,,
Dave Hause,followed,2592792,Dave Hause,https://goout.net/en/dave-hause/pzrlxpg/,
Dawn Richard,followed,2281265,Dawn,https://goout.net/en/dawn/pzpaavf/,
Day Wave,not_found,,,,
Dazy,followed,2199333,Dazy,https://goout.net/en/dazy/pzixspf/,
Dead Calm,not_found,,,,
Dead Pioneers,not_found,,,,
Deaf Club,followed,2553244,Deaf Club,https://goout.net/en/deaf-club/pztekng/,
Deafheaven,followed,2210585,Deafheaven,https://goout.net/en/deafheaven/pzkxlqf/,
Dean Blunt & Elias Rønnenfelt,not_found,,,,
Dear Evangeline,not_found,,,,
Dear and the Headlights,not_found,,,,
Death By Stereo,followed,2303672,Death By Stereo,https://goout.net/en/death-by-stereo/pzwvkwf/,
Death Cab for Cutie,followed,2322365,Death Cab For Cutie,https://goout.net/en/death-cab-for-cutie/pzptpxf/,
Deerhoof,followed,2265354,Deerhoof,https://goout.net/en/deerhoof/pzeoytf/,
Deerhunter,followed,27878,Deerhunter,https://goout.net/en/deerhunter/pzdptb/,
Deforesters,not_found,,,,
Deftones,followed,2225848,Deftones,https://goout.net/en/deftones/pzxilrf/,
Del Paxton,not_found,,,,
Delorean,followed,2332752,Dick DeLorean,https://goout.net/en/dick-delorean/pzckhyf/,
Delta Sleep,followed,2194803,Delta Sleep,https://goout.net/en/delta-sleep/pzdrlpf/,
Delta Spirit,followed,30042,Delta Spirit,https://goout.net/en/delta-spirit/pzrbxb/,
Dennis Russell Davies,followed,2266847,Dennis Russell Davies,https://goout.net/en/dennis-russell-davies/pzwxbuf/,
Dennis Russell Davies,followed,2266847,Dennis Russell Davies,https://goout.net/en/dennis-russell-davies/pzwxbuf/,
Deradoorian,followed,2240630,Deradoorian,https://goout.net/en/deradoorian/pzfaksf/,
Destiny Bond,not_found,,,,
Destroy Boys,followed,2530381,Destroy Boys,https://goout.net/en/destroy-boys/pzgpxlg/,
Destroyer,followed,2242680,Destroyer,https://goout.net/en/destroyer/pzfhnsf/,
Devendra Banhart,followed,37177,Devendra Banhart,https://goout.net/en/devendra-banhart/pzcmjc/,
Devstacks,not_found,,,,
Dialect,followed,2303889,Dialect,https://goout.net/en/dialect/pzoflwf/,
Diamond Day,not_found,,,,
Diana Ross & Tame Impala,not_found,,,,
Digga D,followed,2394311,Digga D,https://goout.net/en/digga-d/pzlwfdg/,
Dijon,followed,2304232,Honey Dijon,https://goout.net/en/honey-dijon/pzhtlwf/,
Dikembe,not_found,,,,
Dillinger Four,not_found,,,,
Dillon,followed,6326,Dillon,https://goout.net/en/dillon/pzbdk/,
Dire Strats,followed,2599226,Dire Strats,https://goout.net/en/dire-strats/pzbtiqg/,
Disclosure,followed,34990,Disclosure,https://goout.net/en/disclosure/pzpyfc/,
Disclosure & Blick Bassy,not_found,,,,
Disclosure & Channel Tres,not_found,,,,
Disclosure & Common,not_found,,,,
Disclosure & Eko Roosevelt,not_found,,,,
Disclosure & Etran Finatawa,not_found,,,,
Disclosure & Fatoumata Diawara,not_found,,,,
Disclosure & Kelis,not_found,,,,
Disclosure & Mick Jenkins,not_found,,,,
Disclosure & slowthai,not_found,,,,
Disclosure,followed,34990,Disclosure,https://goout.net/en/disclosure/pzpyfc/,
Diva Sweetly,not_found,,,,
Dj Lucas,not_found,,,,
Djo,followed,2451793,Djoko,https://goout.net/en/djoko/pzsvwgg/,
Djrum,followed,2265050,Djrum,https://goout.net/en/djrum/pzacytf/,
Doechii,followed,2591938,Doechii,https://goout.net/en/doechii/pzncwpg/,
Doechii & KUNTFETISH,not_found,,,,
Doechii & SZA,not_found,,,,
Dogleg,not_found,,,,
Doja Cat,followed,2374171,Doja Cat,https://goout.net/en/doja-cat/pzvqxbg/,
Dominic Fike,followed,2413201,Dominic Fike,https://goout.net/en/dominic-fike/pzbdleg/,
Don Toliver,followed,2493281,Don Toliver,https://goout.net/en/don-toliver/pzggojg/,
Donnie Trumpet & the Social Experiment,not_found,,,,
Dorian Electra,followed,2398414,Dorian Electra,https://goout.net/en/dorian-electra/pzolmdg/,
Douglas Perry,not_found,,,,
Dove Ellis,not_found,,,,
Downhaul,not_found,,,,
Dowsing,followed,2225586,Dowsing,https://goout.net/en/dowsing/pzlxkrf/,
Dragnutz,not_found,,,,
Drake,followed,2378844,Drake,https://goout.net/en/drake/pztdgcg/,
Drake & Michael Jackson,not_found,,,,
Drake & Yebba,not_found,,,,
Drakeo the Ruler & Baby Smoove,not_found,,,,
Dream Nails,followed,2498902,Dream Nails,https://goout.net/en/dream-nails/pzcgxjg/,
Drive Like Jehu,not_found,,,,
Droogie Otis,not_found,,,,
Drug Church,followed,2231128,Drug Church,https://goout.net/en/drug-church/pzdutrf/,
Dua Lipa,followed,2282554,Dua Lipa,https://goout.net/en/dua-lipa/pzeccvf/,
Duck Sauce,not_found,,,,
Dustin O'Halloran,followed,2453891,Dustin O’Halloran,https://goout.net/en/dustin-o-halloran/pzqfbhg/,
Dustin O'Halloran & Ólafur Arnalds,not_found,,,,
Dutch Interior,not_found,,,,
Duval Timothy,not_found,,,,
Duwap Kaine,not_found,,,,
EQ,followed,2429223,EQ,https://goout.net/en/eq/pzxslfg/,
Eager Seas,not_found,,,,
Earl Sweatshirt,followed,2398812,Earl Sweatshirt,https://goout.net/en/earl-sweatshirt/pzmcndg/,
Early Fern,not_found,,,,
Ecca Vandal,followed,2589370,Ecca Vandal,https://goout.net/en/ecca-vandal/pzuyrpg/,
Edgehill,not_found,,,,
Editors,followed,2009921,Editors,https://goout.net/en/editors/pzvvpdf/,
Editrix,not_found,,,,
Effie,not_found,,,,
Efterklang,followed,29420,Efterklang,https://goout.net/en/efterklang/pzubwb/,
Eiko Ishibashi,followed,2408716,Eiko Ishibashi,https://goout.net/en/eiko-ishibashi/pzqxdeg/,
Ekko Astral,not_found,,,,
El Cousteau,not_found,,,,
Ela Minus,followed,2294236,Ela Minus,https://goout.net/en/ela-minus/pzltuvf/,
Elaine Howley,not_found,,,,
Elbow,followed,2407722,Elbow,https://goout.net/en/elbow/pzwiceg/,
Eleanor Friedberger,followed,2244543,Eleanor Friedberger,https://goout.net/en/eleanor-friedberger/pzsgqsf/,
Eli Smart,not_found,,,,
Eli Winter,not_found,,,,
Eliana Glass,not_found,,,,
Eliza McLamb,not_found,,,,
Ella Mai,followed,2360255,Ella Mai,https://goout.net/en/ella-mai/pzfkbbg/,
Elle,followed,2448834,Elle,https://goout.net/en/elle/pzjdsgg/,
Ellie O'Neill,not_found,,,,
Elliott,followed,2311770,Ryan Elliott,https://goout.net/en/ryan-elliott/pzuuxwf/,
Elori Saxl,not_found,,,,
Elvis Costello,not_found,,,,
Elvis Perkins,not_found,,,,
Embrace,followed,2261163,In Twilight's Embrace,https://goout.net/en/in-twilights-embrace/pznvrtf/,
Emika,followed,6025,Emika,https://goout.net/en/emika/pzaqj/,
Emil Mark,not_found,,,,
Emma Louise & Flume,not_found,,,,
Emperor X,followed,297788,Emperor X,https://goout.net/en/emperor-x/pznlbt/,
Empire! Empire! (I Was a Lonely Estate),followed,2211988,Empire! Empire! (I Was a Lonely Estate),https://goout.net/en/empire-empire-i-was-a-lonely-estate/pzneoqf/,
Empress Of,followed,2239853,Empress Of,https://goout.net/en/empress-of/pzdtisf/,
Empress Of & Rina Sawayama,not_found,,,,
End It,not_found,,,,
Endless Wellness,not_found,,,,
Equipment,followed,2465537,Young Equipment,https://goout.net/en/young-equipment/pzmvthg/,
Erika de Casier,followed,2443745,Erika de Casier,https://goout.net/en/erika-de-casier/pzuyjgg/,
EsDeeKid,not_found,,,,
EsDeeKid & Rico Ace,not_found,,,,
EsDeeKid,not_found,,,,
Esazlesa,followed,7837,Esazlesa,https://goout.net/en/esazlesa/pzmnm/,
Estee Nack & Giallo Point,not_found,,,,
Estee Nack,not_found,,,,
Esther Rose,not_found,,,,
Ethel Cain,followed,2587800,Ethel Cain,https://goout.net/en/ethel-cain/pzamppg/,
Everyone Everywhere,not_found,,,,
Everything But the Girl,not_found,,,,
Everything Everything,followed,14363,Everything Everything,https://goout.net/en/everything-everything/pznyw/,
Ex Hex,followed,2385045,Ex Hex,https://goout.net/en/ex-hex/pzubqcg/,
Ex-Vöid,not_found,,,,
Ex:Re,not_found,,,,
Explosions In the Sky,followed,2244526,Explosions In The Sky,https://goout.net/en/explosions-in-the-sky/pzbgqsf/,
FACS,followed,2354627,Facs,https://goout.net/en/facs/pzckrag/,
FINNEAS,followed,2452590,Finneas,https://goout.net/en/finneas/pzpdygg/,
FKA twigs,followed,2334762,FKA twigs,https://goout.net/en/fka-twigs/pzmpkyf/,
FKA twigs & Koreless,not_found,,,,
FLO,followed,16478,Florence + The Machine,https://goout.net/en/florence+the-machine/pzdjbb/,
FOOTBALLHEAD,not_found,,,,
FOXHAUNT,not_found,,,,
Facta,followed,2268602,Facta,https://goout.net/en/facta/pzcteuf/,
Fail Better,not_found,,,,
Fairweather,not_found,,,,
Fall Out Boy,followed,2418213,Fall Out Boy,https://goout.net/en/fall-out-boy/pzndteg/,
Family Man,not_found,,,,
Famous,followed,1264588,The Naked And Famous,https://goout.net/en/the-naked-and-famous/pznixfd/,
Far,followed,150794,Ewa Farna,https://goout.net/en/ewa-farna/pztgqj/,
Far Caspian,followed,2416537,Far Caspian,https://goout.net/en/far-caspian/pzmlqeg/,
Fastmoneyfendi,not_found,,,,
Fat Trel & KP SKYWALKA,not_found,,,,
Father John Misty,followed,2282612,Father John Misty,https://goout.net/en/father-john-misty/pzmecvf/,
Father,followed,2348853,Father,https://goout.net/en/father/pzdeiag/,
Faye Webster,followed,2439575,Faye Webster,https://goout.net/en/faye-webster/pzaidgg/,
Fcukers,not_found,,,,
Feng,followed,2602205,Feng,https://goout.net/en/feng/pzfnnqg/,
Fever Ray,followed,2298455,Fever Ray,https://goout.net/en/fever-ray/pzfncwf/,
Fib,followed,2595542,Fibonacci Quartet,https://goout.net/en/fibonacci-quartet/pzrvcqg/,
Fiddlehead,followed,2451322,Fiddlehead,https://goout.net/en/fiddlehead/pzwcwgg/,
Field Medic,followed,2454597,Field Medic,https://goout.net/en/field-medic/pzwichg/,
Field Medic & Pickleboy,not_found,,,,
Fievel Is Glauque,not_found,,,,
Filharmonie Brno,followed,2193596,Brno Philharmonic,https://goout.net/en/brno-philharmonic/pzvsjpf/,
Filth is Eternal,not_found,,,,
Fime,followed,2342724,Terence Fixmer,https://goout.net/en/terence-fixmer/pzyixyf/,
Fimiguerrero,not_found,,,,
Fimiguerrero & Len,not_found,,,,
Finch,followed,2345235,Finch Asozial,https://goout.net/en/finch-asozial/pzkjcag/,
Fine,followed,2599078,Fine,https://goout.net/en/fine/pzdniqg/,
Finessekid & Lancey Foux,not_found,,,,
Finn Ronsdorf,followed,2491198,Finn Ronsdorf,https://goout.net/en/finn-ronsdorf/pzxwkjg/,
Fiona Apple,followed,27046,Fiona Apple,https://goout.net/en/fiona-apple/pzvgsb/,
Fire is Motion,not_found,,,,
Fireworks,not_found,,,,
First Day Back,not_found,,,,
Fiskur,not_found,,,,
Flatsound,not_found,,,,
Fleet Foxes,followed,2284632,Fleet Foxes,https://goout.net/en/fleet-foxes/pzhkfvf/,
Fleshwater,not_found,,,,
Flight Mode,not_found,,,,
Flight Patterns,not_found,,,,
Flipturn,not_found,,,,
Floating Points,followed,2312909,Floating Points,https://goout.net/en/floating-points/pzjqaxf/,
Flock of Dimes,not_found,,,,
Florence + the Machine,followed,16478,Florence + The Machine,https://goout.net/en/florence+the-machine/pzdjbb/,
Florist,followed,2515464,Florist,https://goout.net/en/florist/pzosykg/,
Flume,followed,2218955,Flume,https://goout.net/en/flume/pzfiarf/,
Flume & Emma Louise,not_found,,,,
Flume & Laurel,not_found,,,,
Flume & MAY-A,not_found,,,,
Flume & Oklou,not_found,,,,
Flume & Virgen Maria,not_found,,,,
Flume,followed,2218955,Flume,https://goout.net/en/flume/pzfiarf/,
Flycatcher,not_found,,,,
Foals,followed,27342,Foals,https://goout.net/en/foals/pzrssb/,
Fontaines D.C.,followed,2319089,Fontaines D.C.,https://goout.net/en/fontaines-d-c/pzonkxf/,
Foo Fighters,followed,11491,Foo Fighters,https://goout.net/en/foo-fighters/pzqjs/,
For When You Can't Breathe,not_found,,,,
For When You Can't Breathe & Lil Used,not_found,,,,
For Your Health,not_found,,,,
Forests,not_found,,,,
Fountains Of Wayne,not_found,,,,
Foxing,followed,2260093,Foxing,https://goout.net/en/foxing/pzsdqtf/,
Foxing & Carly Cosgrove,not_found,,,,
Foxing & For Your Health,not_found,,,,
Foxing & Hey,not_found,,,,
Foxing & Home Is Where,not_found,,,,
Foxing & Prince Daddy & the Hyena,not_found,,,,
Foxing & Sweet Pill,not_found,,,,
Foxing & WHY?,not_found,,,,
Foxx Bodies,not_found,,,,
Francis and the Lights,not_found,,,,
Frank Ocean,followed,2287460,Frank Ocean,https://goout.net/en/frank-ocean/pzkxjvf/,
Frankie Cosmos,followed,2244511,Frankie Cosmos,https://goout.net/en/frankie-cosmos/pzlfqsf/,
Frat Mouse,not_found,,,,
Fred again..,not_found,,,,
Fred again.. & Amyl and The Sniffers,not_found,,,,
Fred again.. & BERWYN,not_found,,,,
Fred again.. & Baby Keem,not_found,,,,
Fred again.. & Brian Eno,not_found,,,,
Fred again.. & Delilah Montagu,not_found,,,,
Fred again.. & Emmylou Harris,not_found,,,,
Fred again.. & I Am Roze,not_found,,,,
Fred again.. & I. JORDAN,not_found,,,,
Fred again.. & Jamie T,not_found,,,,
Fred again.. & Joy Anonymous,not_found,,,,
Fred again.. & Obongjayar,not_found,,,,
Fred again.. & SOAK,not_found,,,,
Fred again.. & Sampha,not_found,,,,
Fred again.. & Swedish House Mafia,not_found,,,,
Fred again.. & The Blessed Madonna,not_found,,,,
Fred again..,not_found,,,,
Fred again..,not_found,,,,
Fred again..,not_found,,,,
Fred again..,not_found,,,,
Fred again..,not_found,,,,
Fred again..,not_found,,,,
Fred again..,not_found,,,,
Fred again..,not_found,,,,
Fred again..,not_found,,,,
Fred again..,not_found,,,,
Fredo,not_found,,,,
Fredo,not_found,,,,
Free Throw,followed,2239700,Free Throw,https://goout.net/en/free-throw/pzanisf/,
Free Throw,followed,2239700,Free Throw,https://goout.net/en/free-throw/pzanisf/,
Freezing Cold,not_found,,,,
Friendship,followed,2231752,The World Inferno Friendship Society,https://goout.net/en/the-world-inferno-friendship-society/pzcuurf/,
Fritz Kalkbrenner,followed,1764,Fritz Kalkbrenner,https://goout.net/en/fritz-kalkbrenner/pzouc/,
Frog,followed,2365467,Frog Leap,https://goout.net/en/frog-leap/pzrsjbg/,
From First to Last,not_found,,,,
From Indian Lakes,not_found,,,,
Fugazi,not_found,,,,
Full Body,not_found,,,,
Funeral Attire,not_found,,,,
Funny Weather & Little Dragon,not_found,,,,
Fust,not_found,,,,
Fust & Merce Lemon,not_found,,,,
Future Islands,followed,2213489,Future Islands,https://goout.net/en/future-islands/pzooqqf/,
Future Teens,not_found,,,,
Fuubutsushi,not_found,,,,
Fvck_kvlt,followed,2435045,Fvck_Kvlt,https://goout.net/en/fvck-kvlt/pzubvfg/,
Fvck_kvlt & Dusan Vlk,not_found,,,,
Fvck_kvlt & REDZED,not_found,,,,
Fvck_kvlt & RNZ,not_found,,,,
Fvck_kvlt & Samey,not_found,,,,
Fvck_kvlt & Yzomandias,not_found,,,,
Fvck_kvlt & Žakhéles,not_found,,,,
GANG!,followed,80299,Walda Gang,https://goout.net/en/walda-gang/pzyldf/,
GENA,followed,2142,Vivica Genaux,https://goout.net/en/vivica-genaux/pzrkd/,
GROUPLOVE,followed,28808,Grouplove,https://goout.net/en/grouplove/pzicvb/,
Gabriel Kahane,not_found,,,,
Gabríel Ólafs,followed,2400068,Gabriel Ólafs,https://goout.net/en/gabriel-olafs/pzscpdg/,
Galcher Lustwerk,not_found,,,,
Galdive,not_found,,,,
Gameface,not_found,,,,
GammaGirl,not_found,,,,
Ganavya,not_found,,,,
Gang of Youths,followed,2359580,Gang of Youths,https://goout.net/en/gang-of-youths/pzfiabg/,
Ganser,not_found,,,,
Gates,followed,2227324,At the Gates,https://goout.net/en/at-the-gates/pzyrnrf/,
Gay Meat,not_found,,,,
Geese,followed,2595344,Geese,https://goout.net/en/geese/pztncqg/,
Gelli Haha,not_found,,,,
Genesis Owusu,followed,2512482,Genesis Owusu,https://goout.net/en/genesis-owusu/pzhytkg/,
Geordie Greep,followed,2585015,Geordie Greep,https://goout.net/en/geordie-greep/pzpalpg/,
George Clanton,followed,2560556,George Clanton,https://goout.net/en/george-clanton/pzgwvng/,
George Clanton & Hatchie,not_found,,,,
George Clanton & Neggy Gemmy,not_found,,,,
George Harrison,not_found,,,,
George Riley,followed,2547160,George Riley,https://goout.net/en/george-riley/pzklang/,
Georgia Maq,not_found,,,,
Ghetts,followed,2493569,Ghetts,https://goout.net/en/ghetts/pztrojg/,
Giant Claw,not_found,,,,
Giantree,followed,180950,Giantree,https://goout.net/en/giantree/pzanol/,
Gladie,not_found,,,,
Glass Animals,followed,2220411,Glass Animals,https://goout.net/en/glass-animals/pzlqcrf/,
Glass Animals & Denzel Curry,not_found,,,,
Glassjaw,not_found,,,,
Glasvegas,followed,1264693,Glasvegas,https://goout.net/en/glasvegas/pzsmxfd/,
Gleemer,not_found,,,,
Glizz,not_found,,,,
Glockboyz Teejaee,not_found,,,,
GoGo Penguin,followed,325203,GoGo Penguin,https://goout.net/en/gogo-penguin/pzdiuu/,
Gold Panda,followed,29778,Gold Panda,https://goout.net/en/gold-panda/pzdqwb/,
Golden Apples,not_found,,,,
Goldmyth,not_found,,,,
Golomb,followed,2447225,Joanna Dove,https://goout.net/en/joanna-dove/pzaopgg/,
Good Looking Friends,not_found,,,,
Good Luck,not_found,,,,
Good Neighbours,followed,2595790,Good Neighbours,https://goout.net/en/good-neighbours/pzpgdqg/,
Good Shoes,not_found,,,,
Good Sleepy,not_found,,,,
Gordi,followed,2591444,Gordi,https://goout.net/en/gordi/pzthvpg/,
Gorillaz,followed,16228,Gorillaz,https://goout.net/en/gorillaz/pzdyab/,
Grace Ives,followed,2531003,Grace Ives,https://goout.net/en/grace-ives/pzdpylg/,
Gracie Abrams,not_found,,,,
Grade 2,followed,2249207,Grade 2,https://goout.net/en/grade-2/pzhsxsf/,
Graduating Life,not_found,,,,
Grandview,not_found,,,,
Grant Gershon & Los Angeles Master Chorale,not_found,,,,
Grant Lee Buffalo,not_found,,,,
Grateful Dead,not_found,,,,
Grayscale,followed,2452126,Grayscale,https://goout.net/en/grayscale/pzbkxgg/,
Great Grandpa,not_found,,,,
Greet Death,not_found,,,,
Greg Freeman,not_found,,,,
Gregory Alan Isakov,followed,2250476,Gregory Alan Isakov,https://goout.net/en/gregory-alan-isakov/pzbtatf/,
Grimes,followed,8013,Grimes,https://goout.net/en/grimes/pznum/,
Grimes & i_o,not_found,,,,
Grimes & 潘PAN,not_found,,,,
Grizzly Bear,followed,27188,Grizzly Bear,https://goout.net/en/grizzly-bear/pznmsb/,
Guedra Guedra,followed,2435081,Guedra Guedra,https://goout.net/en/guedra-guedra/pzgdvfg/,
Guillemots,not_found,,,,
Gulfer,followed,2250897,Gulfer,https://goout.net/en/gulfer/pzwkbtf/,
Gully Boys,not_found,,,,
Gurriers,followed,2527417,Gurriers,https://goout.net/en/gurriers/pzrvslg/,
Gylt,not_found,,,,
H.C. McEntire,not_found,,,,
HAIM,followed,2282596,HAIM,https://goout.net/en/haim/pzvdcvf/,
HOMESHAKE,followed,2362668,Homeshake,https://goout.net/en/homeshake/pzsgfbg/,
HUNTR/X,not_found,,,,
Hales Corner,not_found,,,,
Haley Heynderickx,followed,2287872,Haley Heynderickx,https://goout.net/en/haley-heynderickx/pzwokvf/,
Half Waif,followed,2298464,Half Waif,https://goout.net/en/half-waif/pzoncwf/,
Hana Vu,not_found,,,,
Hania Rani,followed,2293951,Hania Rani,https://goout.net/en/hania-rani/pzbiuvf/,
Hannah Cohen,not_found,,,,
Hannah Frances,not_found,,,,
Hannah Frances & Daniel Rossen,not_found,,,,
Harkin & Sarah Silverman,not_found,,,,
Harry Nilsson,not_found,,,,
Harry Styles,followed,2427253,Harry Styles,https://goout.net/en/harry-styles/pzdpifg/,
Hauschka,followed,31692,Hauschka,https://goout.net/en/hauschka/pzrrac/,
Haute & Freddy,not_found,,,,
Have Mercy,not_found,,,,
HavinMotion,not_found,,,,
Hawthorne Heights,followed,12678,Hawthorne Heights,https://goout.net/en/hawthorne-heights/pzdhu/,
Hayley Williams,not_found,,,,
Head Automatica,not_found,,,,
Head North,not_found,,,,
Headie One,followed,2432028,Headie One,https://goout.net/en/headie-one/pzdgqfg/,
Heart Attack Man,not_found,,,,
Heart To Gold,not_found,,,,
Hearts2Hearts,not_found,,,,
Heavee,followed,2572768,Heavee,https://goout.net/en/heavee/pzskqog/,
Helena Deland,not_found,,,,
Hellogoodbye,not_found,,,,
Hen Ogledd,not_found,,,,
Henrik Appel,not_found,,,,
Her Words Kill,not_found,,,,
Here It Is & Nathaniel Rateliff,not_found,,,,
Hermanos Gutiérrez,followed,2460868,Hermanos Gutiérrez,https://goout.net/en/hermanos-gutierrez/pzsjmhg/,
Hey,followed,2254612,Hey,https://goout.net/en/hey/pzmjhtf/,
HiTech,followed,2549897,Hitech,https://goout.net/en/hitech/pzwueng/,
HiTech & G.T.,not_found,,,,
Hieroglyphic Being,followed,2258548,Hieroglyphic Being,https://goout.net/en/hieroglyphic-being/pzxqntf/,
High Vis,followed,2556408,High Vis,https://goout.net/en/high-vis/pzigpng/,
Hildegard,followed,2556352,Hildegard Kleeb,https://goout.net/en/hildegard-kleeb/pzcepng/,
Hit Like A Girl,not_found,,,,
Hodera,not_found,,,,
Holding Patterns,not_found,,,,
Holidays in United States,not_found,,,,
Holly Humberstone,followed,2543846,Holly Humberstone,https://goout.net/en/holly-humberstone/pzvdumg/,
Holy Motors,followed,2289163,Holy Motors,https://goout.net/en/holy-motors/pznqmvf/,
Home Front,followed,2543105,Home Front,https://goout.net/en/home-front/pzfysmg/,
Home Is Where,not_found,,,,
Honey Dijon,followed,2304232,Honey Dijon,https://goout.net/en/honey-dijon/pzhtlwf/,
Honeyglaze,not_found,,,,
Hookworms,not_found,,,,
Hooverphonic,followed,7762,Hooverphonic,https://goout.net/en/hooverphonic/pzmkm/,
Hop Along,followed,2320969,Hop Along,https://goout.net/en/hop-along/pztnnxf/,
Horace Pinker,not_found,,,,
Horse Feathers,not_found,,,,
Horsegirl,followed,2506065,Horsegiirl,https://goout.net/en/horsegiirl/pzprjkg/,
Hot Chip,followed,27022,Hot Chip,https://goout.net/en/hot-chip/pzwfsb/,
Hot Mulligan,followed,2594882,Hot Mulligan,https://goout.net/en/hot-mulligan/pzhubqg/,
Hot Mulligan,followed,2594882,Hot Mulligan,https://goout.net/en/hot-mulligan/pzhubqg/,
Hot Rod Circuit,not_found,,,,
Hot Water Music,followed,11038,Hot Water Music,https://goout.net/en/hot-water-music/pznqr/,
Hotline TNT,followed,2529402,Hotline TNT,https://goout.net/en/hotline-tnt/pzcbwlg/,
Hovvdy,not_found,,,,
How to Dress Well,followed,2218553,How to Dress Well,https://goout.net/en/how-to-dress-well/pzdryqf/,
Hundred Waters,not_found,,,,
Hurray for the Riff Raff,followed,2311856,Hurray For The Riff Raff,https://goout.net/en/hurray-for-the-riff-raff/pzgyxwf/,
Hurricane Wisdom,not_found,,,,
Hydroplane,not_found,,,,
Håvard Volden,not_found,,,,
I Am the Avalanche,not_found,,,,
I Blame Coco,not_found,,,,
I Can See Mountains,not_found,,,,
I Feel Fine,not_found,,,,
I Love Your Lifestyle,not_found,,,,
I Was a Cub Scout,not_found,,,,
I'm Glad It's You,not_found,,,,
I'm from Barcelona,not_found,,,,
IDLES,followed,2276305,IDLES,https://goout.net/en/idles/pzfcruf/,
IDLES & LCD Soundsystem,not_found,,,,
Ice Spice & Tokischa,not_found,,,,
Iceage,followed,36510,Iceage,https://goout.net/en/iceage/pzkkic/,
Ichiko Aoba,followed,2475363,Ichiko Aoba,https://goout.net/en/ichiko-aoba/pznokig/,
Idiots,followed,2320722,The Idiots,https://goout.net/en/the-idiots/pzwdnxf/,
Ignition,not_found,,,,
Igwe Aka,not_found,,,,
Impérieux,not_found,,,,
In a Daydream,not_found,,,,
Inch,followed,2009861,Nine Inch Nails,https://goout.net/en/nine-inch-nails/pzltpdf/,
Indian Summer,not_found,,,,
Indigo De Souza,not_found,,,,
Ingrid and the Ministers,not_found,,,,
Inletts,not_found,,,,
Interpol,followed,16388,Interpol,https://goout.net/en/interpol/pznfbb/,
